"Order.Date","Brand","Sneaker.Name","Sale.Price","Retail.Price","Release.Date","Shoe.Size","Buyer.Region","Days_Since_Release","Markup_Dollar","Markup_Pct","Log_Sale_Price","Log_Retail_Price","Is_Premium","Release_Year","Sale_Year","Sale_Month","Release_Month","Above_Retail","Price_Category"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",515,220,2017-04-29,11.5,"New Jersey",125,295,134.090909090909,6.24416690066374,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",473,220,2017-04-29,10,"Texas",125,253,115,6.15909538849193,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",460,220,2017-04-29,9,"Florida",125,240,109.090909090909,6.13122648948314,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",570,220,2017-02-25,14,"Michigan",188,350,159.090909090909,6.3456363608286,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",525,220,2017-02-25,8,"New York",188,305,138.636363636364,6.26339826259162,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",658,220,2017-02-25,11,"California",188,438,199.090909090909,6.48920493132532,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",650,220,2017-02-25,11,"North Carolina",188,430,195.454545454545,6.47697236288968,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",610,220,2017-02-25,10,"New Jersey",188,390,177.272727272727,6.41345895716736,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",589,220,2017-02-25,9,"New York",188,369,167.727272727273,6.37842618365159,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",850,220,2017-02-25,5.5,"Michigan",188,630,286.363636363636,6.74523634948436,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",546,220,2017-02-25,9,"Florida",188,326,148.181818181818,6.30261897574491,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",586,220,2017-02-25,9.5,"Oregon",188,366,166.363636363636,6.37331978957701,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-01," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",640,220,2017-02-25,14,"California",188,420,190.909090909091,6.46146817635372,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-Low-V2-Beluga",850,220,2016-09-24,8,"Alabama",343,630,286.363636363636,6.74523634948436,5.39362754635236,0,2016,2017,9,9,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red",999,220,2016-11-23,11,"Kentucky",283,779,354.090909090909,6.90675477864855,5.39362754635236,0,2016,2017,9,11,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",740,220,2017-02-11,9,"New York",203,520,236.363636363636,6.60665018619822,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",765,220,2017-02-11,8,"New York",203,545,247.727272727273,6.63987583382654,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",800,220,2016-12-17,11.5,"Kentucky",259,580,263.636363636364,6.68461172766793,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",470,220,2017-04-29,10.5,"California",126,250,113.636363636364,6.1527326947041,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",455,220,2017-04-29,8.5,"Oregon",126,235,106.818181818182,6.12029741895095,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",479,220,2017-04-29,10,"Delaware",126,259,117.727272727273,6.17170059741091,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",572,220,2017-02-25,9,"Florida",189,352,160,6.3491389913798,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",580,220,2017-02-25,9,"Virginia",189,360,163.636363636364,6.36302810354046,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",590,220,2017-02-25,14,"Wisconsin",189,370,168.181818181818,6.38012253689976,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",625,220,2017-02-25,10,"Texas",189,405,184.090909090909,6.4377516497364,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",595,220,2017-02-25,9,"New Jersey",189,375,170.454545454545,6.38856140554563,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",589,220,2017-02-25,9,"Wisconsin",189,369,167.727272727273,6.37842618365159,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-02," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",635,220,2017-02-25,11,"Colorado",189,415,188.636363636364,6.45362499889269,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-Low-V2-Beluga",1068,220,2016-09-24,10,"Kentucky",344,848,385.454545454545,6.97354301952014,5.39362754635236,0,2016,2017,9,9,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red",1095,220,2016-11-23,13,"New Jersey",284,875,397.727272727273,6.9985096422506,5.39362754635236,0,2016,2017,9,11,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",820,220,2017-02-11,10,"California",204,600,272.727272727273,6.7093043402583,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",750,220,2017-02-11,10.5,"New York",204,530,240.909090909091,6.62007320653036,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",715,220,2016-12-17,9,"Florida",260,495,225,6.57228254269401,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",870,220,2016-12-17,12,"Massachusetts",260,650,295.454545454545,6.76849321164863,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",480,220,2017-04-29,9.5,"California",127,260,118.181818181818,6.17378610390194,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",459,220,2017-04-29,9,"Pennsylvania",127,239,108.636363636364,6.12905021006055,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",475,220,2017-04-29,10,"Massachusetts",127,255,115.909090909091,6.16331480403464,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",458,220,2017-04-29,9.5,"Oregon",127,238,108.181818181818,6.12686918411419,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",481,220,2017-04-29,11,"Colorado",127,261,118.636363636364,6.17586727010576,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",585,220,2017-02-25,9,"Pennsylvania",190,365,165.909090909091,6.37161184723186,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",650,220,2017-02-25,13,"Alabama",190,430,195.454545454545,6.47697236288968,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",563,220,2017-02-25,8,"New York",190,343,155.909090909091,6.33327962813969,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",695,220,2017-02-25,5,"New York",190,475,215.909090909091,6.54391184556479,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-03," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",595,220,2017-02-25,8.5,"Texas",190,375,170.454545454545,6.38856140554563,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-Low-V2-Beluga",960,220,2016-09-24,9,"California",345,740,336.363636363636,6.86693328446188,5.39362754635236,0,2016,2017,9,9,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",785,220,2017-02-11,10.5,"Texas",205,565,256.818181818182,6.66568371778241,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",799,220,2016-12-17,10,"Texas",261,579,263.181818181818,6.68336094576627,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",850,220,2016-12-17,6.5,"New Jersey",261,630,286.363636363636,6.74523634948436,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",475,220,2017-04-29,10.5,"Oregon",128,255,115.909090909091,6.16331480403464,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",470,220,2017-04-29,10.5,"Virginia",128,250,113.636363636364,6.1527326947041,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",480,220,2017-04-29,9.5,"New Jersey",128,260,118.181818181818,6.17378610390194,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",436,220,2017-04-29,8.5,"California",128,216,98.1818181818182,6.07764224334903,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",481,220,2017-04-29,9.5,"Louisiana",128,261,118.636363636364,6.17586727010576,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",630,220,2017-02-25,10.5,"Massachusetts",191,410,186.363636363636,6.44571981938558,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",650,220,2017-02-25,12,"Alabama",191,430,195.454545454545,6.47697236288968,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",605,220,2017-02-25,9.5,"Washington",191,385,175,6.40522845803084,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",575,220,2017-02-25,8.5,"Georgia",191,355,161.363636363636,6.35437004079735,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",659,220,2017-02-25,11,"Ohio",191,439,199.545454545455,6.49072353450251,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",594,220,2017-02-25,14,"California",191,374,170,6.38687931936265,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",625,220,2017-02-25,9.5,"Colorado",191,405,184.090909090909,6.4377516497364,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-04," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",530,220,2017-02-25,8,"California",191,310,140.909090909091,6.27287700654617,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-Low-V2-Beluga",870,220,2016-09-24,6,"New York",346,650,295.454545454545,6.76849321164863,5.39362754635236,0,2016,2017,9,9,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Copper",708,220,2016-11-23,11,"New Jersey",286,488,221.818181818182,6.56244409369372,5.39362754635236,0,2016,2017,9,11,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red",1162,220,2016-11-23,5,"California",286,942,428.181818181818,7.05789793741186,5.39362754635236,0,2016,2017,9,11,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",815,220,2017-02-11,11,"New York",206,595,270.454545454545,6.70318811324086,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",799,220,2017-02-11,12,"California",206,579,263.181818181818,6.68336094576627,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",775,220,2016-12-17,11,"Texas",262,555,252.272727272727,6.65286302935335,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",700,220,2016-12-17,9,"New York",262,480,218.181818181818,6.5510803350434,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",549,220,2017-04-29,13,"Texas",129,329,149.545454545455,6.30809844150953,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",470,220,2017-04-29,9.5,"Oregon",129,250,113.636363636364,6.1527326947041,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",475,220,2017-04-29,9.5,"Wisconsin",129,255,115.909090909091,6.16331480403464,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",520,220,2017-04-29,13,"Florida",129,300,136.363636363636,6.25382881157547,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",492,220,2017-04-29,13,"Texas",129,272,123.636363636364,6.19847871649231,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",470,220,2017-04-29,11,"North Carolina",129,250,113.636363636364,6.1527326947041,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",535,220,2017-04-29,13,"New Jersey",129,315,143.181818181818,6.28226674689601,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",655,220,2017-02-25,11,"California",192,435,197.727272727273,6.48463523563525,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",575,220,2017-02-25,9,"Alabama",192,355,161.363636363636,6.35437004079735,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",580,220,2017-02-25,9,"Nebraska",192,360,163.636363636364,6.36302810354046,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",600,220,2017-02-25,10.5,"Texas",192,380,172.727272727273,6.39692965521615,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",665,220,2017-02-25,11.5,"Oklahoma",192,445,202.272727272727,6.49978704065585,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",623,220,2017-02-25,10.5,"Texas",192,403,183.181818181818,6.43454651878745,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",583,220,2017-02-25,9,"New York",192,363,165,6.36818718635049,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-05," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",652,220,2017-02-25,11.5,"California",192,432,196.363636363636,6.48004456192665,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-Low-V2-Beluga",904,220,2016-09-24,7.5,"Georgia",347,684,310.909090909091,6.80682936039218,5.39362754635236,0,2016,2017,9,9,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Copper",675,220,2016-11-23,9,"Ohio",287,455,206.818181818182,6.51471269087253,5.39362754635236,0,2016,2017,9,11,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Green",697,220,2016-11-23,10,"Florida",287,477,216.818181818182,6.54678541076052,5.39362754635236,0,2016,2017,9,11,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",845,220,2017-02-11,11.5,"New York",207,625,284.090909090909,6.73933662735717,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",815,220,2017-02-11,11,"Georgia",207,595,270.454545454545,6.70318811324086,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",650,220,2016-12-17,7.5,"California",263,430,195.454545454545,6.47697236288968,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",790,220,2016-12-17,14,"Florida",263,570,259.090909090909,6.67203294546107,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",456,220,2017-04-29,10,"Connecticut",130,236,107.272727272727,6.12249280951439,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",475,220,2017-04-29,9.5,"New York",130,255,115.909090909091,6.16331480403464,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",460,220,2017-04-29,9,"Pennsylvania",130,240,109.090909090909,6.13122648948314,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",487,220,2017-04-29,12,"California",130,267,121.363636363636,6.18826412308259,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",467,220,2017-04-29,9.5,"Oregon",130,247,112.272727272727,6.1463292576689,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",640,220,2017-02-25,6.5,"Massachusetts",193,420,190.909090909091,6.46146817635372,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",667,220,2017-02-25,12,"Ohio",193,447,203.181818181818,6.50279004591562,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",749,220,2017-02-25,12.5,"Texas",193,529,240.454545454545,6.61873898351722,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",655,220,2017-02-25,11.5,"California",193,435,197.727272727273,6.48463523563525,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",645,220,2017-02-25,11,"Wisconsin",193,425,193.181818181818,6.46925031679577,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",600,220,2017-02-25,10,"California",193,380,172.727272727273,6.39692965521615,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-06," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",545,220,2017-02-25,8,"Missouri",193,325,147.727272727273,6.30078579466324,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-Low-Moonrock",1230,200,2015-11-14,10.5,"Michigan",663,1030,515,7.11476944836646,5.29831736654804,0,2015,2017,9,11,1,"Mid-Range"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-Low-V2-Beluga",746,220,2016-09-24,4,"Oregon",348,526,239.090909090909,6.61472560020376,5.39362754635236,0,2016,2017,9,9,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Copper",699,220,2016-11-23,9,"Oregon",288,479,217.727272727273,6.54965074223381,5.39362754635236,0,2016,2017,9,11,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",775,220,2017-02-11,8,"Virginia",208,555,252.272727272727,6.65286302935335,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",911,220,2017-02-11,4,"Oregon",208,691,314.090909090909,6.81454289725996,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",830,220,2017-02-11,11,"New Jersey",208,610,277.272727272727,6.72142570079064,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017",860,220,2017-02-11,12,"Ohio",208,640,290.909090909091,6.75693238924755,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Core-Black-White",720,220,2016-12-17,10.5,"New Jersey",264,500,227.272727272727,6.5792512120101,5.39362754635236,0,2016,2017,9,12,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",491,220,2017-04-29,4,"Massachusetts",131,271,123.181818181818,6.19644412779452,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",460,220,2017-04-29,9,"New Jersey",131,240,109.090909090909,6.13122648948314,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",600,220,2017-04-29,6,"Washington",131,380,172.727272727273,6.39692965521615,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Cream-White",458,220,2017-04-29,9,"Rhode Island",131,238,108.181818181818,6.12686918411419,5.39362754635236,0,2017,2017,9,4,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",660,220,2017-02-25,11,"Michigan",194,440,200,6.49223983502047,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",579,220,2017-02-25,7.5,"New York",194,359,163.181818181818,6.361302477573,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",615,220,2017-02-25,10.5,"New York",194,395,179.545454545455,6.42162226780652,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-07," Yeezy","Adidas-Yeezy-Boost-350-V2-Zebra",575,220,2017-02-25,7,"Massachusetts",194,355,161.363636363636,6.35437004079735,5.39362754635236,0,2017,2017,9,2,1,"Premium"
2017-09-07,"Off-White","Nike-Air-Max-90-Off-White",1600,160,2017-09-09,8,"California",-2,1440,900,7.37775890822787,5.07517381523383,1,2017,2017,9,9,1,"Mid-Range"
